,BUILDING_BP1 길이옵셋,BUILDING_BP1 오픈/오버랩량 조정,BUILDING_Belt #1 - 길이,BUILDING_Belt #1 - 폭 ,BUILDING_Belt #2 - 길이,BUILDING_Belt #2 - 폭 ,BUILDING_Belt Offset,BUILDING_Belt 각도,BUILDING_Carcass #1 - 폭 ,BUILDING_Carcass #2 - 폭 ,BUILDING_Inner - 폭 ,BUILDING_PA - 길이,BUILDING_PA - 폭 ,BUILDING_Splice Lap-BP1-우,BUILDING_Splice Lap-BP1-좌,BUILDING_Splice Lap-BP1-중,BUILDING_Splice Lap-PA-우,BUILDING_Splice Lap-PA-좌,BUILDING_Splice Lap-PA-중,BUILDING_Splice Lap-벨트1-우,BUILDING_Splice Lap-벨트1-좌,BUILDING_Splice Lap-벨트1-중,BUILDING_Splice Lap-벨트2-우,BUILDING_Splice Lap-벨트2-좌,BUILDING_Splice Lap-벨트2-중,BUILDING_Splice Lap-트래드-우,BUILDING_Splice Lap-트래드-좌,BUILDING_Splice Lap-트래드-중,BUILDING_T/D 스티칭 압력 - Setting - 폭,BUILDING_Tread 길이 - 세팅,BUILDING_Tread 길이 - 실측,BUILDING_Tread 폭 - 세팅,BUILDING_Tread 폭 - 실측,BUILDING_WRK_DATE,BUILDING_멀티롤압력센-BP1-Ch1,BUILDING_멀티롤압력센-BP1-Ch2-우,BUILDING_멀티롤압력센-BP1-Ch2-좌,BUILDING_멀티롤압력센-BP1-Ch3-우,BUILDING_멀티롤압력센-BP1-Ch3-좌,BUILDING_멀티롤압력센-BP1-Ch4-우,BUILDING_멀티롤압력센-BP1-Ch4-좌,BUILDING_멀티롤압력센-BP1-Ch5-우,BUILDING_멀티롤압력센-BP1-Ch5-좌,BUILDING_멀티롤압력센-BP1-Ch6-우,BUILDING_멀티롤압력센-BP1-Ch6-좌,BUILDING_멀티롤압력센-BP1-Ch7-우,BUILDING_멀티롤압력센-BP1-Ch7-좌,BUILDING_재료길이-BP1 App CV,BUILDING_재료길이-BP1 FrontCV,BUILDING_재료길이-BP1 Mid CV,BUILDING_재료길이-BP1 Mid_우 CV,BUILDING_재료길이-BP1 컷팅 CV,BUILDING_재료길이-PA App CV,BUILDING_재료길이-PA 컷팅 CV,BUILDING_재료옵셋-BP1,BUILDING_재료옵셋-PA,gt_LWM_STD_WGT,gt_MRM_WGT,gt_STD_WGT,gt_UPM_STD_WGT
84096,120.0,70.0,1949.18,210.22,1954.81,197.41,5.9,27.0,621.26,442.05,401.35,1402.0,593.87,6.0,5.0,5.5,6.3,6.1,8.2,5.0,3.4,3.2,0.0,0.0,1.3,3.7,3.2,4.1,220.0,1983.0,1979.67,252.0,252.35,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1996.2,1936.7,1406.9,1407.1,1407.1,802.9,1474.3,1417.0,1402.0,10.469,10.9,10.737,11.005
84097,120.0,70.0,1950.69,210.8,1961.68,197.41,5.9,27.0,621.15,442.05,400.34,1402.0,593.84,6.2,5.9,6.2,6.3,6.3,8.2,3.8,3.8,2.3,0.0,3.1,0.0,3.7,3.2,4.1,220.0,1983.0,1981.45,252.0,252.35,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1996.2,1936.7,1407.2,1407.8,1407.4,637.9,1475.8,1417.0,1402.0,10.469,10.86,10.737,11.005
84098,120.0,70.0,1949.3,210.8,1959.19,197.31,5.9,27.0,621.07,442.05,401.86,1402.0,593.77,6.2,6.8,6.6,7.4,7.3,8.8,4.1,3.8,2.3,0.6,3.1,1.3,-0.2,-0.2,-0.8,220.0,1983.0,1982.52,252.0,252.54,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1982.2,1938.4,1407.7,1407.8,1407.6,578.9,1475.8,1417.0,1402.0,10.469,10.81,10.737,11.005
84099,120.0,70.0,1950.85,210.95,1959.19,198.41,5.9,27.0,621.09,442.05,401.35,1402.0,593.85,5.9,6.8,6.6,8.7,7.3,8.8,4.1,0.0,2.0,0.0,0.0,1.3,0.7,1.8,1.1,220.0,1983.0,1982.52,252.0,252.54,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1340.1,1938.4,1407.7,1407.7,1407.6,699.2,1474.3,1417.0,1402.0,10.469,10.86,10.737,11.005
84100,120.0,70.0,1951.31,211.37,1959.08,198.41,5.9,27.0,621.31,442.05,401.86,1402.0,593.97,5.9,5.5,5.9,8.7,7.0,8.1,1.9,0.0,0.0,0.0,2.2,0.0,0.7,1.8,1.1,220.0,1983.0,1980.38,252.0,252.49,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1964.8,1936.7,1407.2,1407.7,1407.4,699.2,1474.3,1417.0,1402.0,10.469,10.9,10.737,11.005
84101,120.0,70.0,1951.31,211.37,1959.08,197.18,5.9,27.0,621.31,442.05,401.35,1402.0,593.97,5.9,5.1,5.3,8.3,6.4,7.9,5.3,0.0,2.3,0.0,2.2,1.0,0.1,1.1,1.1,220.0,1983.0,1981.45,252.0,252.47,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1989.9,1936.7,1407.5,1408.0,1407.3,630.5,1464.8,1417.0,1402.0,10.469,10.88,10.737,11.005
84102,120.0,70.0,1951.19,211.13,1958.36,197.07,5.9,27.0,621.33,442.05,402.37,1402.0,594.11,5.7,4.8,5.7,8.3,6.4,8.1,5.3,0.0,2.3,0.0,0.3,1.0,0.1,0.7,-0.8,220.0,1983.0,1983.58,252.0,252.39,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1989.9,1936.7,1408.0,1408.0,1407.3,915.5,1464.8,1417.0,1402.0,10.469,10.88,10.737,11.005
84103,120.0,70.0,1951.19,211.48,1958.36,197.44,5.9,27.0,621.42,442.05,402.37,1402.0,594.11,6.0,6.4,6.4,8.3,6.8,8.6,1.2,1.2,2.0,0.0,0.0,1.3,0.1,0.4,-1.2,220.0,1983.0,1983.58,252.0,252.39,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1991.0,1936.7,1408.0,1407.7,1407.5,915.5,1475.2,1417.0,1402.0,10.469,10.88,10.737,11.005
84104,120.0,70.0,1950.79,211.48,1962.33,197.28,5.9,27.0,621.42,442.05,402.37,1402.0,594.0,6.0,6.4,6.4,7.2,6.8,8.6,3.4,1.5,2.0,0.0,1.2,2.0,1.1,0.9,1.1,220.0,1983.0,1982.51,252.0,252.35,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1991.0,1936.7,1407.4,1407.4,1407.5,612.1,1475.2,1417.0,1402.0,10.469,10.85,10.737,11.005
84105,120.0,70.0,1950.81,210.63,1962.33,197.28,5.9,27.0,621.13,442.05,400.34,1402.0,593.8,6.2,6.0,6.0,6.9,6.1,8.1,4.1,1.5,2.3,1.5,1.2,2.0,1.1,0.9,1.1,220.0,1983.0,1982.51,252.0,252.53,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1965.8,1936.7,1407.7,1408.0,1407.4,853.0,1475.2,1417.0,1402.0,10.469,10.86,10.737,11.005
84106,120.0,70.0,1950.81,211.33,1960.47,196.66,5.9,27.0,621.27,442.05,402.37,1402.0,593.74,6.2,6.0,6.0,8.8,6.1,8.1,4.1,2.5,2.3,1.5,0.0,1.7,0.7,0.1,-0.8,220.0,1983.0,1985.72,252.0,252.53,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1962.1,1938.4,1407.7,1408.0,1407.4,894.2,1475.2,1417.0,1402.0,10.469,10.87,10.737,11.005
84107,120.0,70.0,1950.48,211.33,1963.55,196.54,5.9,27.0,621.27,442.05,402.37,1402.0,593.78,6.0,5.7,6.4,8.8,8.2,10.4,4.1,2.5,2.3,0.0,0.0,1.0,0.7,0.1,-0.8,220.0,1983.0,1985.72,252.0,252.49,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1992.8,1938.4,1408.0,1408.3,1408.2,894.2,1474.9,1417.0,1402.0,10.469,10.84,10.737,11.005
84108,120.0,70.0,1951.04,210.77,1963.55,197.3,5.9,27.0,621.26,442.05,400.85,1402.0,593.78,6.0,6.8,6.6,8.8,8.2,9.0,1.2,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.3,220.0,1983.0,1984.29,252.0,252.79,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1993.3,1936.7,1408.0,1408.3,1408.2,578.9,1475.0,1417.0,1402.0,10.469,10.83,10.737,11.005
84109,120.0,70.0,1951.16,210.91,1961.77,197.31,5.9,27.0,621.21,442.05,401.86,1402.0,593.59,5.3,6.8,6.6,7.8,7.5,9.1,1.9,0.0,1.7,1.2,1.2,0.0,4.6,3.7,3.7,220.0,1983.0,1981.45,252.0,252.79,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1993.3,1936.7,1407.8,1407.7,1407.1,864.2,1475.0,1417.0,1402.0,10.469,10.84,10.737,11.005
84110,120.0,70.0,1951.16,210.91,1961.3,197.31,5.9,27.0,621.16,442.05,402.88,1402.0,593.67,5.9,4.4,5.1,7.8,7.5,9.1,2.8,0.0,1.7,1.2,1.2,0.0,4.6,3.7,3.7,220.0,1983.0,1980.74,252.0,252.77,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1965.7,1936.7,1407.1,1407.2,1407.3,864.2,1466.1,1417.0,1402.0,10.469,10.83,10.737,11.005
84111,120.0,70.0,1951.13,211.06,1959.67,197.26,5.9,27.0,621.15,442.05,401.35,1402.0,593.76,6.4,5.9,6.6,7.6,8.1,9.1,2.8,3.4,2.3,0.0,1.2,1.0,-1.2,-0.2,-0.2,220.0,1983.0,1980.74,252.0,252.78,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1970.4,1936.7,1408.3,1408.9,1408.3,590.2,1466.0,1417.0,1402.0,10.469,10.86,10.737,11.005
84112,120.0,70.0,1951.13,211.06,1962.75,197.26,5.9,27.0,621.15,442.05,400.85,1402.0,593.84,6.4,5.9,6.6,6.9,8.1,9.1,1.5,3.4,2.3,0.0,1.2,1.0,1.1,0.4,0.7,220.0,1983.0,1981.45,252.0,252.78,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1970.4,1936.7,1408.3,1408.9,1408.3,797.0,1466.0,1417.0,1402.0,10.469,10.8,10.737,11.005
84113,120.0,70.0,1949.6,211.02,1962.75,197.26,5.9,27.0,621.26,442.05,401.35,1402.0,593.84,6.6,5.1,5.5,6.7,7.2,8.6,5.0,3.4,3.2,1.5,0.0,2.0,1.1,3.2,2.2,220.0,1983.0,1981.45,252.0,252.8,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1951.6,1936.7,1407.7,1407.4,1407.8,862.2,1464.8,1417.0,1402.0,10.469,10.78,10.737,11.005
84114,120.0,70.0,1950.36,211.2,1960.23,197.31,5.9,27.0,621.31,442.05,401.86,1402.0,593.85,6.6,5.0,5.5,7.6,7.5,8.6,5.0,3.4,3.2,1.5,1.2,2.3,1.1,3.2,2.2,220.0,1983.0,1980.74,252.0,252.8,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1942.5,1936.7,1407.7,1407.7,1407.8,862.2,1464.4,1417.0,1402.0,10.469,10.79,10.737,11.005
84115,120.0,70.0,1950.67,211.2,1960.23,197.88,5.9,27.0,621.31,442.05,401.35,1402.0,593.85,6.0,4.6,5.3,7.6,7.5,8.6,3.4,2.2,1.0,1.2,1.2,2.3,1.8,0.9,1.3,220.0,1983.0,1982.16,252.0,252.67,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1969.4,1936.7,1407.7,1407.7,1407.2,634.3,1464.4,1417.0,1402.0,10.469,10.82,10.737,11.005
84116,120.0,70.0,1950.81,210.72,1961.3,197.88,5.9,27.0,621.42,442.05,401.35,1402.0,593.6,6.0,6.0,6.4,7.8,6.8,7.9,0.0,0.0,0.0,0.0,0.0,1.3,1.8,0.9,1.3,220.0,1983.0,1983.23,252.0,252.59,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1969.4,1936.7,1407.4,1408.0,1407.7,634.3,1474.3,1417.0,1402.0,10.469,10.8,10.737,11.005
84117,120.0,70.0,1951.16,211.77,1961.3,198.29,5.9,27.0,621.42,442.05,402.37,1402.0,593.71,6.2,6.0,6.4,7.8,7.0,8.1,0.0,1.9,0.0,0.0,0.0,0.7,0.4,-0.8,-0.5,220.0,1983.0,1983.23,252.0,252.22,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1961.4,1936.7,1407.4,1408.0,1407.8,589.9,1474.3,1417.0,1402.0,10.469,10.79,10.737,11.005
84118,120.0,70.0,1951.19,211.77,1959.88,198.29,5.9,27.0,621.17,442.05,402.37,1402.0,593.71,6.9,5.5,6.0,7.6,7.0,8.4,0.0,1.9,1.7,0.0,1.2,0.0,1.3,3.2,1.8,220.0,1983.0,1982.87,252.0,252.32,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1990.8,1936.7,1407.7,1407.2,1407.8,589.9,1465.1,1417.0,1402.0,10.469,10.82,10.737,11.005
84119,120.0,70.0,1951.9,211.31,1961.09,197.64,5.9,27.0,621.17,442.05,401.35,1402.0,593.48,6.9,5.7,6.0,7.2,7.7,8.4,2.2,1.9,1.7,0.0,1.2,1.0,1.8,3.2,2.8,220.0,1983.0,1982.87,252.0,252.32,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1990.8,1938.4,1407.7,1408.0,1407.8,706.9,1464.5,1417.0,1402.0,10.469,10.8,10.737,11.005
84120,120.0,70.0,1951.9,210.22,1961.09,198.12,5.9,27.0,621.15,442.05,402.37,1402.0,593.56,6.8,5.7,6.0,7.2,7.7,8.4,2.2,2.5,2.3,0.0,1.9,1.0,1.8,1.3,2.8,220.0,1983.0,1983.58,252.0,252.19,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1989.7,1938.4,1407.2,1408.0,1407.8,706.9,1465.1,1417.0,1402.0,10.469,10.78,10.737,11.005
84121,120.0,70.0,1951.9,211.46,1961.09,198.12,5.9,27.0,621.15,442.05,400.84,1402.0,593.56,6.8,5.1,6.0,7.8,6.8,8.2,1.5,2.5,3.2,0.0,1.9,0.7,0.9,0.4,1.1,220.0,1983.0,1983.58,252.0,252.19,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1963.6,1938.4,1406.8,1407.5,1407.6,993.7,1465.1,1417.0,1402.0,10.469,10.8,10.737,11.005
84122,120.0,70.0,1951.9,211.46,1960.32,197.34,5.9,27.0,621.22,442.05,402.37,1402.0,593.54,5.3,5.0,5.0,7.8,6.8,8.2,0.0,2.5,3.2,0.0,0.0,1.3,2.2,4.1,3.2,220.0,1983.0,1982.52,252.0,252.21,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1992.3,1938.4,1407.1,1408.1,1407.6,993.7,1466.0,1417.0,1402.0,10.469,10.82,10.737,11.005
84123,120.0,70.0,1951.9,211.45,1960.32,198.22,5.9,27.0,621.22,442.05,401.35,1402.0,593.59,6.9,5.3,5.9,7.4,6.8,8.1,3.1,1.5,1.0,0.0,1.2,2.3,2.2,4.1,3.2,220.0,1983.0,1981.09,252.0,252.27,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1992.3,1936.7,1407.4,1408.1,1407.5,693.0,1466.0,1417.0,1402.0,10.469,10.84,10.737,11.005
84124,120.0,70.0,1953.25,211.66,1960.85,198.22,5.9,27.0,621.16,442.05,400.84,1402.0,593.59,6.9,5.3,5.9,7.2,6.8,8.1,3.1,1.5,1.0,0.0,1.2,2.3,4.6,5.6,5.0,220.0,1983.0,1980.38,252.0,252.27,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1624.0,1936.7,1407.4,1408.3,1407.4,847.9,1466.3,1417.0,1402.0,10.469,10.84,10.737,11.005
84125,120.0,70.0,1953.25,211.66,1960.85,197.16,5.9,27.0,621.2,442.05,402.37,1402.0,593.54,6.0,4.6,4.4,6.7,7.0,8.4,0.0,0.0,0.0,0.6,0.3,2.0,4.6,5.6,5.0,220.0,1983.0,1983.23,252.0,252.01,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1624.0,1936.7,1407.5,1408.3,1407.4,847.9,1466.3,1417.0,1402.0,10.469,10.76,10.737,11.005
84126,120.0,70.0,1953.03,211.9,1959.96,197.16,5.9,27.0,621.21,442.05,402.87,1402.0,593.69,6.6,5.9,5.9,7.4,7.2,8.4,0.0,2.2,1.3,0.6,-0.3,1.0,-2.2,0.7,1.1,220.0,1983.0,1983.23,252.0,252.24,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1967.4,1936.7,1407.5,1408.7,1409.1,593.4,1465.5,1417.0,1402.0,10.469,10.77,10.737,11.005
84127,120.0,70.0,1952.62,211.9,1958.96,197.66,5.9,27.0,621.31,442.05,403.38,1402.0,593.88,6.6,5.9,5.9,7.4,7.2,7.5,0.0,2.2,1.3,0.0,1.9,1.0,1.8,1.1,1.3,220.0,1983.0,1982.51,252.0,252.28,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1967.4,1934.9,1408.0,1409.2,1409.1,799.4,1465.5,1417.0,1402.0,10.469,10.79,10.737,11.005
84128,120.0,70.0,1951.97,211.76,1959.08,197.25,5.9,27.0,621.31,442.05,404.4,1402.0,593.88,6.0,5.3,5.7,6.1,6.6,7.0,3.1,0.0,2.3,1.5,1.9,1.3,1.8,1.1,1.3,220.0,1983.0,1982.51,252.0,252.42,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1407.3,1934.9,1408.0,1409.2,1407.7,890.9,1464.2,1417.0,1402.0,10.469,10.81,10.737,11.005
84129,120.0,70.0,1951.97,211.39,1959.08,197.58,5.9,27.0,621.31,442.05,403.38,1402.0,593.76,5.3,6.8,6.0,9.2,8.1,6.1,3.1,3.8,2.3,1.5,1.2,1.3,2.8,2.2,2.8,220.0,1983.0,1980.74,252.0,252.69,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1965.3,1936.7,1407.4,1407.7,1407.3,890.9,1464.2,1417.0,1402.0,10.469,10.83,10.737,11.005
84130,120.0,70.0,1950.07,211.39,1958.57,197.58,5.9,27.0,621.31,442.05,404.4,1402.0,593.76,6.6,6.8,6.0,9.2,8.1,10.2,1.5,3.8,2.0,1.2,1.2,1.0,2.8,2.2,2.8,220.0,1983.0,1980.74,252.0,252.69,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,2134.0,1936.7,1407.4,1408.0,1407.5,643.8,1474.5,1417.0,1402.0,10.469,10.84,10.737,11.005
84131,120.0,70.0,1951.07,210.87,1958.57,197.32,5.9,27.0,621.28,442.05,403.38,1402.0,593.57,6.6,5.5,5.9,8.8,7.9,8.6,1.5,2.2,1.0,0.0,1.5,1.3,0.9,0.4,1.1,220.0,1983.0,1980.74,252.0,252.68,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,2134.0,1936.7,1407.4,1408.0,1407.5,609.1,1465.6,1417.0,1402.0,10.469,10.83,10.737,11.005
84132,120.0,70.0,1951.07,211.15,1958.22,197.01,5.9,27.0,621.28,442.05,402.88,1402.0,593.57,6.4,5.1,5.9,8.3,8.1,8.6,0.0,0.0,0.0,0.0,1.5,1.3,0.9,0.4,1.1,220.0,1983.0,1981.8,252.0,252.85,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1964.5,1936.7,1407.4,1407.8,1407.4,609.1,1465.6,1417.0,1402.0,10.469,10.82,10.737,11.005
84133,120.0,70.0,1952.33,212.04,1960.26,196.82,5.9,27.0,621.25,442.05,402.87,1402.0,593.63,6.9,5.5,6.0,7.4,8.1,8.4,0.0,0.0,0.0,0.0,0.0,1.3,2.2,1.8,1.3,220.0,1983.0,1983.58,252.0,252.85,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1964.5,1936.7,1407.8,1407.7,1408.4,583.7,1474.6,1417.0,1402.0,10.469,10.84,10.737,11.005
84134,120.0,70.0,1952.97,212.04,1960.26,197.15,5.9,27.0,621.24,442.05,404.91,1402.0,593.63,6.9,5.5,6.0,7.4,7.7,7.9,1.5,0.0,1.3,0.0,0.0,2.3,2.2,1.8,2.2,220.0,1983.0,1983.58,252.0,252.34,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,2133.2,1936.7,1407.8,1407.7,1408.4,642.6,1474.6,1417.0,1402.0,10.469,10.82,10.737,11.005
84135,120.0,70.0,1952.97,211.36,1957.03,198.2,5.9,27.0,621.4,442.05,404.4,1402.0,593.6,6.6,5.0,5.7,6.9,8.1,7.5,1.5,0.0,1.3,1.2,0.0,2.3,1.3,1.3,2.2,220.0,1983.0,1985.72,252.0,252.79,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,2133.2,1936.7,1407.7,1408.0,1408.0,642.6,1465.1,1417.0,1402.0,10.469,10.79,10.737,11.005
84136,120.0,70.0,1951.86,211.65,1959.76,198.2,5.9,27.0,621.78,442.05,404.4,1402.0,593.69,6.6,4.6,5.7,7.4,8.1,7.7,0.0,2.8,0.0,1.5,0.0,1.7,2.2,2.8,2.8,220.0,1983.0,1985.72,252.0,252.79,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1962.1,1936.7,1407.7,1408.0,1408.0,800.5,1475.0,1417.0,1402.0,10.469,10.82,10.737,11.005
84137,120.0,70.0,1951.86,211.65,1961.8,197.72,5.9,27.0,621.78,442.05,402.37,1402.0,593.69,7.1,5.9,6.0,8.1,7.3,7.9,3.8,2.8,2.0,1.5,0.3,0.7,2.8,2.8,2.8,220.0,1983.0,1983.58,252.0,253.14,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1985.7,1936.7,1407.5,1408.1,1407.5,800.5,1475.0,1417.0,1402.0,10.469,10.8,10.737,11.005
84138,120.0,70.0,1952.06,210.95,1961.8,197.31,5.9,27.0,621.15,442.05,401.86,1402.0,593.53,7.1,5.9,6.0,8.1,7.9,8.6,3.8,2.2,2.0,2.5,0.0,1.7,2.8,1.3,2.2,220.0,1983.0,1983.58,252.0,253.14,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1985.7,1936.7,1407.5,1408.1,1407.5,618.6,1465.6,1417.0,1402.0,10.469,10.82,10.737,11.005
84139,120.0,70.0,1952.06,211.24,1959.31,197.26,5.9,27.0,621.26,442.05,403.38,1402.0,593.54,6.4,5.1,5.7,7.9,7.9,8.6,0.0,2.2,0.0,2.5,0.9,1.7,0.1,-0.5,0.4,220.0,1983.0,1981.8,252.0,252.77,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1918.3,1936.7,1407.1,1407.2,1407.0,2.6,1474.9,1417.0,1402.0,10.469,10.82,10.737,11.005
84140,120.0,70.0,1952.06,211.24,1959.31,197.33,5.9,27.0,621.26,442.05,402.87,1402.0,593.76,7.1,4.6,6.4,7.4,7.9,7.7,0.0,1.5,0.0,0.0,1.2,1.0,0.4,-0.5,0.4,220.0,1983.0,1981.8,252.0,252.77,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1993.6,1936.7,1406.3,1406.8,1407.1,20.7,1474.9,1417.0,1402.0,10.469,10.83,10.737,11.005
84141,120.0,70.0,1950.4,212.44,1958.48,197.33,5.9,27.0,621.27,442.05,403.38,1402.0,593.76,7.1,4.6,6.4,7.4,7.2,7.7,0.0,2.2,0.0,1.2,1.5,1.7,0.9,0.7,1.1,220.0,1983.0,1980.74,252.0,252.45,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1993.6,1934.9,1406.8,1407.2,1407.2,20.7,1465.7,1417.0,1402.0,10.469,10.81,10.737,11.005
84142,120.0,70.0,1950.93,212.44,1961.03,197.24,5.9,27.0,621.27,442.05,399.32,1402.0,593.92,6.6,6.4,6.4,7.2,6.1,7.5,0.0,2.2,0.0,1.2,1.5,1.7,2.2,2.2,2.8,220.0,1983.0,1980.02,252.0,252.39,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1991.8,1936.7,1407.7,1407.4,1408.2,16.8,1465.7,1417.0,1402.0,10.469,10.78,10.737,11.005
84143,120.0,70.0,1950.93,211.24,1960.97,197.57,5.9,27.0,621.3,442.05,402.37,1402.0,593.92,6.6,6.4,6.4,6.7,6.8,7.5,2.5,1.5,1.3,0.0,0.0,1.3,4.1,5.0,5.0,220.0,1983.0,1980.38,252.0,252.43,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1991.9,1936.7,1407.7,1408.0,1408.2,890.9,1475.0,1417.0,1402.0,10.469,10.8,10.737,11.005
84144,120.0,70.0,1950.93,211.08,1960.97,197.57,5.9,27.0,621.3,442.05,403.38,1402.0,594.17,5.3,3.9,4.2,7.0,8.6,8.4,3.1,1.5,1.3,1.5,0.0,2.6,4.1,5.0,5.0,220.0,1983.0,1983.58,252.0,252.5,20230411,4.0,0.8,1.5,0.8,1.6,0.8,1.6,0.8,1.5,0.0,0.0,0.0,0.0,1991.9,1936.7,1407.1,1408.0,1407.4,890.9,1475.0,1417.0,1402.0,10.469,10.77,10.737,11.005
