,BUILDING_BP1 길이옵셋,BUILDING_BP1 오픈/오버랩량 조정,BUILDING_Belt #1 - 길이,BUILDING_Belt #1 - 폭 ,BUILDING_Belt #2 - 길이,BUILDING_Belt #2 - 폭 ,BUILDING_Belt Offset,BUILDING_Belt 각도,BUILDING_Carcass #1 - 폭 ,BUILDING_Carcass #2 - 폭 ,BUILDING_Inner - 폭 ,BUILDING_PA - 길이,BUILDING_PA - 폭 ,BUILDING_Splice Lap-BP1-우,BUILDING_Splice Lap-BP1-좌,BUILDING_Splice Lap-BP1-중,BUILDING_Splice Lap-PA-우,BUILDING_Splice Lap-PA-좌,BUILDING_Splice Lap-PA-중,BUILDING_Splice Lap-벨트1-우,BUILDING_Splice Lap-벨트1-좌,BUILDING_Splice Lap-벨트1-중,BUILDING_Splice Lap-벨트2-우,BUILDING_Splice Lap-벨트2-좌,BUILDING_Splice Lap-벨트2-중,BUILDING_Splice Lap-트래드-우,BUILDING_Splice Lap-트래드-좌,BUILDING_Splice Lap-트래드-중,BUILDING_T/D 스티칭 압력 - Setting - 폭,BUILDING_Tread 길이 - 세팅,BUILDING_Tread 길이 - 실측,BUILDING_Tread 폭 - 세팅,BUILDING_Tread 폭 - 실측,BUILDING_WRK_DATE,BUILDING_멀티롤압력센-BP1-Ch1,BUILDING_멀티롤압력센-BP1-Ch2-우,BUILDING_멀티롤압력센-BP1-Ch2-좌,BUILDING_멀티롤압력센-BP1-Ch3-우,BUILDING_멀티롤압력센-BP1-Ch3-좌,BUILDING_멀티롤압력센-BP1-Ch4-우,BUILDING_멀티롤압력센-BP1-Ch4-좌,BUILDING_멀티롤압력센-BP1-Ch5-우,BUILDING_멀티롤압력센-BP1-Ch5-좌,BUILDING_멀티롤압력센-BP1-Ch6-우,BUILDING_멀티롤압력센-BP1-Ch6-좌,BUILDING_멀티롤압력센-BP1-Ch7-우,BUILDING_멀티롤압력센-BP1-Ch7-좌,BUILDING_재료길이-BP1 App CV,BUILDING_재료길이-BP1 FrontCV,BUILDING_재료길이-BP1 Mid CV,BUILDING_재료길이-BP1 Mid_우 CV,BUILDING_재료길이-BP1 컷팅 CV,BUILDING_재료길이-PA App CV,BUILDING_재료길이-PA 컷팅 CV,BUILDING_재료옵셋-BP1,BUILDING_재료옵셋-PA,gt_LWM_STD_WGT,gt_MRM_WGT,gt_STD_WGT,gt_UPM_STD_WGT
77143,90.0,115.0,1954.21,209.79,1961.71,197.03,6.0,27.0,621.09,401.79,435.9,1403.0,593.63,6.6,4.8,4.4,99.9,99.9,99.9,4.4,0.0,1.3,0.0,1.5,2.0,3.7,3.2,4.6,220.0,1983.0,1981.58,252.0,250.24,20230403,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.5,1.9,0.0,0.0,0.0,0.0,1658.6,1936.7,1403.8,1404.1,1404.3,1045.0,1465.5,1414.0,1403.0,10.469,10.79,10.737,11.005
77825,90.0,115.0,2072.5,210.88,2077.21,195.85,6.0,27.0,621.0,401.79,440.98,1403.0,660.06,9.6,5.5,5.0,99.9,99.9,99.9,0.0,0.0,2.1,0.6,0.0,1.8,2.8,1.1,2.8,240.0,1983.0,1984.36,252.0,253.06,20230404,2.4,2.0,2.5,1.5,2.7,1.4,2.7,1.5,2.7,0.0,0.0,0.0,0.0,1695.1,1938.4,1406.9,1407.1,1407.0,879.4,1465.9,1417.0,1403.0,10.469,10.82,10.737,11.005
77826,90.0,115.0,1952.5,211.06,1960.38,197.06,6.0,27.0,621.07,401.79,404.91,1403.0,593.35,6.6,5.5,5.4,8.1,5.9,7.3,6.3,0.0,3.9,1.9,1.5,2.9,2.8,1.1,2.8,220.0,1983.0,1981.94,252.0,253.2,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.5,1.9,0.0,0.0,0.0,0.0,1405.0,1938.4,1404.3,1404.4,1404.5,986.0,1473.2,1414.0,1403.0,10.469,10.82,10.737,11.005
77827,90.0,115.0,1952.5,211.06,1960.05,196.37,6.0,27.0,621.18,401.79,405.42,1403.0,593.19,7.1,4.2,5.4,3.4,5.9,7.3,3.8,0.0,1.3,2.5,1.2,2.9,3.2,1.3,3.7,220.0,1983.0,1980.87,252.0,253.2,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.5,1.9,0.0,0.0,0.0,0.0,1964.6,1938.4,1403.8,1404.4,1404.0,669.6,1464.9,1414.0,1403.0,10.469,10.78,10.737,11.005
77828,90.0,115.0,1952.47,210.95,1962.89,196.82,6.0,27.0,621.18,401.79,405.42,1403.0,593.13,7.8,5.9,5.5,4.0,4.8,6.8,4.4,0.0,1.3,2.5,0.0,2.9,4.6,2.2,3.7,220.0,1983.0,1981.58,252.0,253.35,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.5,1.9,0.0,0.0,0.0,0.0,1991.0,1938.4,1405.0,1406.8,1405.4,669.6,1465.8,1414.0,1403.0,10.469,10.79,10.737,11.005
77829,90.0,115.0,1952.67,210.92,1962.89,196.82,6.0,27.0,620.78,401.79,405.42,1403.0,593.13,7.8,5.9,5.5,6.0,5.5,7.5,4.4,0.0,1.3,0.0,0.0,1.0,4.6,2.2,3.7,220.0,1983.0,1981.94,252.0,253.45,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1991.0,1936.7,1405.0,1406.8,1405.4,10.9,1465.8,1414.0,1403.0,10.469,10.78,10.737,11.005
77830,90.0,115.0,1952.67,211.19,1962.66,196.18,6.0,27.0,621.02,401.79,405.42,1403.0,593.13,6.8,4.8,3.9,6.0,5.5,7.5,1.9,0.0,1.0,0.0,0.0,1.3,2.2,1.8,3.7,220.0,1983.0,1982.65,252.0,253.45,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1658.1,1936.7,1404.1,1405.0,1404.4,15.7,1465.5,1414.0,1403.0,10.469,10.8,10.737,11.005
77831,90.0,115.0,1951.43,211.19,1962.66,196.93,6.0,27.0,621.02,401.79,405.42,1403.0,593.02,7.1,6.4,6.7,2.7,5.0,7.3,2.2,0.0,1.0,0.0,1.2,1.3,0.7,1.1,1.1,220.0,1983.0,1982.65,252.0,253.61,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1966.9,1938.4,1404.3,1404.7,1405.5,15.7,1465.5,1414.0,1403.0,10.469,10.82,10.737,11.005
77832,90.0,115.0,1952.76,211.59,1963.46,197.47,6.0,27.0,620.77,401.79,404.4,1403.0,593.19,8.0,6.4,7.0,4.3,5.2,7.3,3.1,0.0,1.3,0.0,1.2,1.3,2.8,3.7,3.7,220.0,1983.0,1982.65,252.0,253.61,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1966.9,1938.4,1405.0,1404.7,1405.5,1014.5,1465.2,1414.0,1403.0,10.469,10.82,10.737,11.005
77833,90.0,115.0,1952.76,211.59,1963.46,197.47,6.0,27.0,620.89,401.79,403.89,1403.0,593.19,8.0,6.0,7.0,4.7,5.7,7.0,3.1,0.0,2.3,0.0,1.5,2.0,3.7,3.7,3.7,220.0,1983.0,1981.58,252.0,253.61,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1967.5,1936.7,1405.0,1404.4,1405.2,592.8,1465.2,1414.0,1403.0,10.469,10.78,10.737,11.005
77834,90.0,115.0,1952.5,211.52,1961.53,197.17,6.0,27.0,621.38,401.79,404.4,1403.0,592.95,6.6,4.8,5.7,4.7,5.7,7.0,2.8,0.0,2.3,0.0,1.5,2.0,3.7,0.9,3.7,220.0,1983.0,1982.65,252.0,253.61,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1971.4,1936.7,1405.0,1405.5,1404.8,592.8,1464.2,1414.0,1403.0,10.469,10.79,10.737,11.005
77835,90.0,115.0,1952.5,211.66,1961.53,197.17,6.0,27.0,621.38,401.79,404.4,1403.0,592.95,7.3,6.2,6.7,4.5,4.1,5.7,2.2,0.0,0.0,2.5,0.0,2.9,3.2,1.1,3.7,220.0,1983.0,1984.07,252.0,253.61,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1971.4,1936.7,1405.0,1405.5,1405.1,568.8,1464.8,1414.0,1403.0,10.469,10.78,10.737,11.005
77836,90.0,115.0,1951.44,211.66,1960.17,196.02,6.0,27.0,621.1,401.79,404.4,1403.0,593.0,7.3,6.2,6.7,4.5,3.2,5.4,0.0,0.0,0.0,2.5,0.9,2.9,2.8,1.1,1.8,220.0,1983.0,1984.07,252.0,253.61,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1970.9,1936.7,1404.7,1405.3,1405.1,883.8,1464.8,1414.0,1403.0,10.469,10.79,10.737,11.005
77837,90.0,115.0,1952.62,211.43,1961.83,197.6,6.0,27.0,620.83,401.79,403.38,1403.0,593.0,6.8,5.1,5.3,99.9,99.9,99.9,0.0,0.0,0.0,0.3,1.5,2.0,4.1,3.7,5.0,220.0,1983.0,1982.65,252.0,253.53,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1965.1,1936.7,1404.7,1405.0,1404.3,883.8,1464.8,1414.0,1403.0,10.469,10.76,10.737,11.005
77838,90.0,115.0,1952.62,211.65,1961.83,197.6,6.0,27.0,620.8,401.79,404.4,1403.0,592.95,6.8,5.1,5.6,99.9,99.9,99.9,0.0,0.0,0.0,0.0,1.5,1.7,4.1,3.7,6.0,220.0,1983.0,1982.65,252.0,253.28,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1990.5,1936.7,1404.7,1405.0,1405.2,618.6,1464.8,1414.0,1403.0,10.469,10.74,10.737,11.005
77839,90.0,115.0,1952.79,211.65,1959.69,196.29,6.0,27.0,620.8,401.79,404.4,1403.0,592.96,7.3,5.5,6.4,5.8,6.1,7.7,0.0,0.0,0.0,1.5,0.0,1.7,3.2,3.7,6.0,220.0,1983.0,1980.16,252.0,253.28,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1990.5,1936.7,1404.6,1405.5,1405.2,698.6,1463.7,1414.0,1403.0,10.469,10.79,10.737,11.005
77840,90.0,115.0,1952.79,211.07,1961.95,197.06,6.0,27.0,620.85,401.79,405.42,1403.0,592.99,7.3,5.5,6.4,99.9,99.9,99.9,5.7,0.0,2.0,1.5,0.0,1.3,4.6,3.7,3.2,220.0,1983.0,1981.58,252.0,253.15,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1989.4,1936.7,1404.7,1405.5,1404.7,698.6,1464.8,1414.0,1403.0,10.469,10.8,10.737,11.005
77841,90.0,115.0,1949.08,211.24,1958.75,197.06,6.0,27.0,621.05,401.79,404.4,1403.0,592.99,6.9,3.9,3.5,99.9,99.9,99.9,5.7,0.0,2.0,1.5,0.0,1.3,4.6,2.8,3.2,220.0,1983.0,1981.58,252.0,252.88,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1986.4,1936.7,1404.7,1405.3,1404.7,628.7,1465.1,1414.0,1403.0,10.469,10.8,10.737,11.005
77842,90.0,115.0,1949.08,211.24,1958.75,196.12,6.0,27.0,621.05,401.79,407.45,1403.0,593.12,7.1,4.1,3.5,5.1,6.3,7.9,4.7,0.0,2.3,1.5,1.5,1.3,3.7,1.1,2.2,220.0,1983.0,1981.58,252.0,252.88,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1991.0,1936.7,1404.6,1405.3,1404.8,628.7,1465.1,1414.0,1403.0,10.469,10.79,10.737,11.005
77843,90.0,115.0,1949.89,211.02,1961.23,197.94,6.0,27.0,621.1,401.79,404.4,1403.0,593.12,7.1,4.6,5.6,5.1,6.3,7.9,4.7,0.0,2.3,0.0,2.8,1.3,5.0,3.7,5.6,220.0,1983.0,1979.8,252.0,252.46,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1991.0,1936.7,1404.4,1405.0,1404.8,805.0,1463.6,1414.0,1403.0,10.469,10.77,10.737,11.005
77844,90.0,115.0,1949.89,211.15,1961.23,197.94,6.0,27.0,621.1,401.79,405.42,1403.0,592.98,6.6,4.6,5.6,6.3,5.4,7.0,3.4,0.0,1.7,0.0,2.8,1.3,5.0,3.7,5.6,220.0,1983.0,1983.01,252.0,252.21,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1969.1,1936.7,1404.1,1404.1,1404.7,805.0,1465.5,1414.0,1403.0,10.469,10.74,10.737,11.005
77845,90.0,115.0,1951.43,211.38,1960.61,197.94,6.0,27.0,620.86,401.79,405.42,1403.0,593.01,7.5,3.5,4.6,6.3,5.4,7.3,0.0,0.0,0.0,0.0,2.8,1.3,2.2,1.3,4.1,220.0,1983.0,1985.5,252.0,251.91,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1991.1,1936.7,1405.4,1405.5,1404.7,833.7,1465.5,1414.0,1403.0,10.469,10.77,10.737,11.005
77846,90.0,115.0,1952.88,211.38,1962.86,197.62,6.0,27.0,620.82,401.79,403.89,1403.0,593.02,8.2,5.5,5.0,99.9,99.9,99.9,3.4,0.0,1.7,1.5,0.0,2.0,6.0,5.0,6.0,220.0,1983.0,1985.5,252.0,251.78,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1991.1,1936.7,1405.4,1405.5,1404.6,833.7,1465.8,1414.0,1403.0,10.469,10.77,10.737,11.005
77847,90.0,115.0,1952.88,211.14,1962.86,197.62,6.0,27.0,620.86,401.79,404.91,1403.0,593.02,8.2,5.5,5.0,99.9,99.9,99.9,3.4,0.0,1.7,0.0,0.9,1.3,6.0,5.0,6.0,220.0,1983.0,1982.65,252.0,251.76,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1991.5,1936.7,1404.7,1405.5,1404.6,573.6,1465.8,1414.0,1403.0,10.469,10.8,10.737,11.005
77848,90.0,115.0,1951.67,211.13,1961.47,196.66,6.0,27.0,621.27,401.79,404.4,1403.0,593.03,6.9,4.4,4.7,99.9,99.9,99.9,1.5,0.0,0.0,0.6,0.0,1.3,5.0,2.8,5.6,220.0,1983.0,1982.65,252.0,251.83,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1991.5,1936.7,1404.4,1404.7,1404.6,634.0,1465.5,1414.0,1403.0,10.469,10.77,10.737,11.005
77849,90.0,115.0,1952.37,210.86,1960.85,197.65,6.0,27.0,621.27,401.79,403.89,1403.0,593.03,7.1,5.3,6.2,5.4,7.7,8.2,0.0,0.0,0.0,0.9,1.5,1.3,3.7,3.7,4.6,220.0,1983.0,1983.01,252.0,252.33,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,2051.0,1936.7,1404.7,1405.3,1404.6,634.0,1466.1,1414.0,1403.0,10.469,10.75,10.737,11.005
77850,90.0,115.0,1952.37,210.89,1959.69,197.65,6.0,27.0,621.11,401.79,403.89,1403.0,592.95,7.3,5.3,6.2,4.7,6.3,7.5,4.4,0.0,2.3,0.9,1.5,1.0,5.0,3.7,4.6,220.0,1983.0,1985.14,252.0,252.33,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,2051.0,1936.7,1404.7,1405.5,1404.7,684.1,1466.1,1414.0,1403.0,10.469,10.76,10.737,11.005
77851,90.0,115.0,1951.59,210.89,1960.05,196.66,6.0,27.0,621.04,401.79,403.38,1403.0,593.12,8.2,5.3,6.7,5.8,6.8,7.5,4.4,0.0,2.3,1.9,1.9,2.0,6.0,5.0,5.6,220.0,1983.0,1985.14,252.0,252.06,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1984.3,1936.7,1404.4,1405.5,1405.0,684.1,1464.0,1414.0,1403.0,10.469,10.75,10.737,11.005
77852,90.0,115.0,1951.54,210.59,1961.68,197.76,6.0,27.0,620.84,401.79,404.91,1403.0,593.12,8.2,5.3,6.7,5.8,6.8,7.5,0.0,0.0,0.0,1.9,2.2,2.0,6.0,3.7,5.0,220.0,1983.0,1981.94,252.0,251.6,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1990.8,1936.7,1404.0,1404.9,1405.0,632.8,1465.5,1414.0,1403.0,10.469,10.74,10.737,11.005
77853,90.0,115.0,1954.03,210.55,1961.68,197.76,6.0,27.0,620.81,401.79,404.4,1403.0,593.0,6.0,3.5,3.0,4.3,7.2,8.2,0.0,0.0,0.0,0.0,2.2,0.7,3.2,3.7,5.0,220.0,1983.0,1981.94,252.0,251.6,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1990.8,1936.7,1403.8,1404.4,1404.8,632.8,1466.2,1414.0,1403.0,10.469,10.73,10.737,11.005
77854,90.0,115.0,1954.03,209.8,1960.05,196.38,6.0,27.0,620.85,401.79,404.4,1403.0,593.16,6.0,3.7,3.7,4.3,7.2,8.4,0.0,0.0,0.0,0.0,1.5,2.0,3.2,3.7,5.0,220.0,1983.0,1983.36,252.0,252.44,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1990.1,1936.7,1404.1,1404.0,1404.1,813.9,1466.2,1414.0,1403.0,10.469,10.76,10.737,11.005
77855,90.0,115.0,1954.03,209.54,1960.05,197.54,6.0,27.0,621.02,401.79,404.4,1403.0,593.16,8.2,4.8,5.1,2.7,5.9,8.4,7.2,0.0,3.6,1.2,1.2,2.3,1.8,1.8,2.2,220.0,1983.0,1983.01,252.0,252.44,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1966.0,1936.7,1404.1,1404.1,1404.4,813.9,1466.7,1414.0,1403.0,10.469,10.73,10.737,11.005
77856,90.0,115.0,1951.55,209.85,1960.05,197.54,6.0,27.0,621.29,401.79,404.4,1403.0,593.25,8.2,4.8,5.1,4.3,9.0,9.0,7.2,0.0,3.6,1.2,1.2,2.3,1.8,1.8,2.2,220.0,1983.0,1981.23,252.0,252.13,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1966.0,1938.4,1403.7,1404.1,1404.4,646.5,1466.7,1414.0,1403.0,10.469,10.68,10.737,11.005
77857,90.0,115.0,1952.25,210.72,1960.05,196.33,6.0,27.0,621.29,401.79,405.42,1403.0,593.43,7.7,4.6,3.9,5.1,9.0,9.0,3.8,0.0,1.3,1.2,0.0,2.0,2.8,1.8,3.7,220.0,1983.0,1981.23,252.0,252.3,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1406.2,1938.4,1403.1,1404.0,1403.9,614.8,1463.6,1414.0,1403.0,10.469,10.74,10.737,11.005
77858,90.0,115.0,1952.25,210.72,1957.53,196.94,6.0,27.0,621.15,401.79,404.4,1403.0,593.43,7.7,4.4,3.5,5.1,7.5,8.8,0.0,0.0,0.0,0.0,0.0,1.7,2.8,1.3,3.7,220.0,1983.0,1982.29,252.0,252.3,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1397.7,1936.7,1404.0,1404.1,1404.4,616.0,1467.7,1414.0,1403.0,10.469,10.68,10.737,11.005
77859,90.0,115.0,1950.78,210.51,1960.29,196.94,6.0,27.0,621.05,401.79,403.38,1403.0,593.23,8.6,4.4,4.2,6.0,7.9,9.1,5.7,0.0,2.9,0.0,1.5,1.0,2.8,1.3,3.7,220.0,1983.0,1983.01,252.0,252.21,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1406.1,1936.7,1404.4,1405.2,1405.2,616.0,1467.7,1414.0,1403.0,10.469,10.7,10.737,11.005
77860,90.0,115.0,1950.78,210.47,1960.29,196.86,6.0,27.0,620.9,401.79,405.42,1403.0,593.38,8.6,4.4,4.2,6.0,7.9,9.1,5.7,0.0,2.9,2.2,1.5,1.7,2.8,1.1,2.2,220.0,1983.0,1983.01,252.0,252.19,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1655.6,1936.7,1404.4,1405.2,1405.2,795.5,1466.4,1414.0,1403.0,10.469,10.71,10.737,11.005
77861,90.0,115.0,1953.62,210.47,1960.05,196.27,6.0,27.0,621.06,401.79,404.4,1403.0,593.4,6.9,4.4,3.7,4.3,5.2,7.7,2.8,0.0,0.0,2.2,1.9,1.7,2.8,1.1,2.2,220.0,1983.0,1981.94,252.0,252.33,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1989.3,1936.7,1404.0,1404.4,1404.6,795.5,1466.4,1414.0,1403.0,10.469,10.69,10.737,11.005
77862,90.0,115.0,1953.62,210.61,1960.52,197.08,6.0,27.0,621.06,401.79,403.38,1403.0,593.4,6.0,3.5,3.3,4.3,5.7,7.7,0.0,0.0,0.0,1.5,1.9,1.3,1.3,1.1,1.8,220.0,1983.0,1983.36,252.0,252.45,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1989.3,1936.7,1404.1,1404.9,1404.5,335.9,1466.1,1414.0,1403.0,10.469,10.74,10.737,11.005
77863,90.0,115.0,1952.69,210.74,1960.52,197.08,6.0,27.0,621.37,401.79,404.91,1403.0,593.39,7.5,4.1,4.8,4.2,6.3,8.4,2.2,0.0,1.0,1.5,1.5,2.0,0.4,0.4,1.8,220.0,1983.0,1983.72,252.0,252.56,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1987.4,1936.7,1405.3,1405.0,1404.5,580.7,1466.1,1414.0,1403.0,10.469,10.75,10.737,11.005
77864,90.0,115.0,1952.55,210.74,1961.59,196.51,6.0,27.0,621.37,401.79,403.89,1403.0,593.42,8.6,5.7,5.3,4.9,6.3,8.4,2.2,0.0,1.0,1.5,0.0,2.0,1.8,0.4,1.3,220.0,1983.0,1983.72,252.0,252.56,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1985.4,1936.7,1405.3,1405.0,1404.5,580.7,1463.6,1414.0,1403.0,10.469,10.75,10.737,11.005
77865,90.0,115.0,1952.41,210.48,1961.59,197.15,6.0,27.0,621.1,401.79,403.89,1403.0,593.42,8.6,5.7,5.3,4.9,3.9,7.5,0.0,0.0,0.0,0.0,0.0,2.0,1.8,0.4,1.3,220.0,1983.0,1981.94,252.0,252.47,20230404,2.4,1.4,1.8,1.4,1.8,1.3,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1641.0,1936.7,1404.7,1404.4,1404.5,384.2,1462.7,1414.0,1403.0,10.469,10.79,10.737,11.005
77866,90.0,115.0,1950.27,210.48,1961.59,197.15,6.0,27.0,620.89,401.79,405.42,1403.0,593.49,8.4,3.9,4.4,4.0,8.1,8.6,0.0,0.0,0.0,1.9,0.0,2.3,1.8,0.7,1.3,220.0,1983.0,1981.94,252.0,252.53,20230404,2.4,1.4,1.8,1.4,1.8,1.4,1.9,1.4,1.9,0.0,0.0,0.0,0.0,1405.9,1936.7,1403.7,1403.8,1404.2,621.6,1464.3,1414.0,1403.0,10.469,10.79,10.737,11.005
77867,90.0,115.0,1950.27,210.89,1959.1,196.7,6.0,27.0,620.77,401.79,406.43,1403.0,593.49,8.4,4.8,5.7,4.0,8.1,8.6,3.1,0.0,2.0,1.9,0.0,2.3,0.4,0.7,0.7,220.0,1983.0,1981.23,252.0,252.53,20230404,2.4,1.4,1.8,1.3,1.8,1.4,1.9,1.3,1.9,0.0,0.0,0.0,0.0,1407.5,1938.4,1404.0,1404.3,1404.2,621.6,1464.3,1414.0,1403.0,10.469,10.77,10.737,11.005
77868,90.0,115.0,1952.43,210.89,1964.97,197.86,6.0,27.0,620.93,401.79,405.93,1403.0,593.36,7.5,7.8,7.4,7.2,7.9,9.0,3.1,0.0,2.0,1.5,0.0,2.3,1.1,0.7,1.1,220.0,1983.0,1981.94,252.0,252.5,20230404,2.4,1.4,1.8,1.3,1.8,1.4,1.9,1.3,1.9,0.0,0.0,0.0,0.0,2139.1,1938.4,1404.0,1404.3,1404.5,645.3,1465.2,1414.0,1403.0,10.469,10.79,10.737,11.005
77869,90.0,115.0,1952.43,210.85,1959.93,197.86,6.0,27.0,621.11,401.79,404.4,1403.0,593.31,7.1,7.8,7.4,7.2,7.9,9.0,0.0,0.0,0.0,1.2,0.0,1.3,1.1,0.4,1.1,220.0,1983.0,1981.94,252.0,252.5,20230404,2.4,1.4,1.8,1.3,1.8,1.4,1.9,1.3,1.9,0.0,0.0,0.0,0.0,2139.1,1936.7,1404.1,1404.4,1404.5,645.3,1466.4,1414.0,1403.0,10.469,10.86,10.737,11.005
77870,90.0,115.0,1951.46,210.82,1960.82,197.24,6.0,27.0,621.31,401.79,403.89,1403.0,593.32,6.9,5.7,6.3,99.9,99.9,99.9,1.5,0.0,0.0,2.2,0.0,2.3,1.1,1.1,1.1,220.0,1983.0,1983.36,252.0,252.49,20230404,2.4,1.4,1.8,1.3,1.8,1.4,1.9,1.3,1.9,0.0,0.0,0.0,0.0,1991.4,1936.7,1404.3,1404.7,1404.2,1073.4,1466.4,1414.0,1403.0,10.469,10.82,10.737,11.005
77871,90.0,115.0,1950.05,210.82,1960.82,197.35,6.0,27.0,621.31,401.79,411.01,1403.0,593.6,6.8,5.7,6.2,99.9,99.9,99.9,1.5,0.0,0.0,2.2,0.9,2.3,0.4,0.1,-0.2,220.0,1983.0,1982.29,252.0,252.37,20230404,2.4,1.4,1.8,1.3,1.8,1.4,1.9,1.3,1.9,0.0,0.0,0.0,0.0,1988.9,1936.7,1404.4,1405.0,1404.0,1073.4,1466.1,1414.0,1403.0,10.469,10.8,10.737,11.005
77872,90.0,115.0,1950.84,210.77,1961.12,197.35,6.0,27.0,621.14,401.79,403.89,1403.0,593.6,7.5,5.7,6.2,7.8,7.7,8.6,2.5,0.0,1.3,0.0,0.6,0.1,0.4,0.1,-0.5,220.0,1983.0,1985.14,252.0,252.43,20230404,2.4,1.4,1.8,1.3,1.8,1.4,1.9,1.3,1.9,0.0,0.0,0.0,0.0,1988.9,1936.7,1404.9,1405.0,1404.0,950.8,1466.7,1414.0,1403.0,10.469,10.79,10.737,11.005
